transaction_id,account_id,amount,transaction_type,date
477,204,-509.18,withdrawal,2025-07-24 09:36:26.087122
478,289,-759.52,transfer,2025-09-02 09:36:26.087135
479,226,1439.54,withdrawal,2026-03-20 09:36:26.087148
480,190,1920.63,transfer,2025-09-27 09:36:26.087160
481,182,1760.9,payment,2026-05-02 09:36:26.087173
482,186,1138.48,transfer,2025-08-14 09:36:26.087186
483,82,1414.66,withdrawal,2026-02-12 09:36:26.087198
484,246,48.15,transfer,2026-01-06 09:36:26.087371
485,230,1169.39,transfer,2025-10-19 09:36:26.087406
486,33,1445.95,payment,2025-06-04 09:36:26.087425
487,52,1106.98,withdrawal,2025-09-16 09:36:26.087440
488,6,-584.79,withdrawal,2026-03-26 09:36:26.087453
489,194,566.57,payment,2025-09-28 09:36:26.087467
490,208,-1547.37,payment,2025-06-03 09:36:26.087480
491,131,-82.06,transfer,2026-04-08 09:36:26.087494
492,18,-225.93,withdrawal,2025-09-05 09:36:26.087508
493,133,1896.22,transfer,2025-08-10 09:36:26.087520
494,259,90.57,transfer,2026-03-01 09:36:26.087533
495,229,-772.64,transfer,2025-09-12 09:36:26.087546
496,242,-1871.64,withdrawal,2025-06-02 09:36:26.087559
497,172,1181.01,withdrawal,2026-04-07 09:36:26.087572
498,68,-1367.48,payment,2026-03-28 09:36:26.087585
499,220,1255.86,transfer,2026-04-07 09:36:26.087600
500,154,1716.09,withdrawal,2025-07-17 09:36:26.087612
501,217,1988.32,withdrawal,2026-04-07 09:36:26.087633
502,89,874.41,withdrawal,2025-09-22 09:36:26.087646
503,268,139.88,withdrawal,2025-11-26 09:36:26.087660
504,42,73.31,transfer,2025-06-23 09:36:26.087674
505,90,447.89,transfer,2025-06-29 09:36:26.087686
506,173,-1646.16,transfer,2025-12-10 09:36:26.087699
507,54,-925.82,withdrawal,2025-12-15 09:36:26.087712
508,109,1598.05,withdrawal,2025-10-12 09:36:26.087724
509,151,-1473.1,transfer,2025-05-22 09:36:26.087737
510,257,826.19,withdrawal,2025-09-24 09:36:26.087750
511,155,1409.09,transfer,2025-09-29 09:36:26.087762
512,167,-1638.93,transfer,2026-01-11 09:36:26.087776
513,296,-1661.57,withdrawal,2026-05-06 09:36:26.087789
514,174,-1617.72,payment,2025-12-08 09:36:26.087802
515,264,-734.04,payment,2025-05-24 09:36:26.087815
516,9,1673.98,withdrawal,2025-10-01 09:36:26.087828
517,127,-161.69,payment,2025-06-13 09:36:26.087841
518,141,1268.05,transfer,2025-10-10 09:36:26.087854
519,92,-420.91,withdrawal,2026-02-22 09:36:26.087868
520,114,-1482.72,withdrawal,2025-08-21 09:36:26.087881
521,212,1575.03,payment,2026-01-22 09:36:26.087893
522,93,-269.18,withdrawal,2026-04-08 09:36:26.087907
523,202,-1298.69,transfer,2025-10-23 09:36:26.087919
524,225,-579.01,withdrawal,2026-01-10 09:36:26.087932
525,197,-437.53,payment,2026-02-28 09:36:26.087945
526,183,-1555.55,withdrawal,2025-09-02 09:36:26.087958
527,68,406.63,payment,2025-09-15 09:36:26.087971
528,65,-1553.62,payment,2026-05-07 09:36:26.087983
529,125,-917.93,payment,2025-06-20 09:36:26.087996
530,291,1795.09,transfer,2026-02-24 09:36:26.088009
531,281,-1566.73,payment,2025-06-12 09:36:26.088022
532,258,-410.0,transfer,2025-07-07 09:36:26.088036
533,63,705.39,withdrawal,2026-03-07 09:36:26.088049
534,19,1864.58,withdrawal,2025-12-02 09:36:26.088061
535,277,-1529.24,transfer,2025-08-09 09:36:26.088074
536,71,975.47,payment,2025-07-25 09:36:26.088087
537,170,-498.33,payment,2025-09-01 09:36:26.088100
538,265,-1523.18,withdrawal,2025-11-02 09:36:26.088113
539,273,1481.03,transfer,2026-03-05 09:36:26.088125
540,40,433.21,payment,2025-09-23 09:36:26.088139
541,41,757.54,withdrawal,2025-11-07 09:36:26.088152
542,236,-12.55,transfer,2025-10-23 09:36:26.088164
543,181,41.44,withdrawal,2025-06-06 09:36:26.088177
544,36,-1481.71,withdrawal,2025-07-25 09:36:26.088190
545,291,-1629.55,transfer,2026-02-18 09:36:26.088202
546,254,1932.88,payment,2025-06-22 09:36:26.088215
547,16,1705.03,withdrawal,2026-05-06 09:36:26.088227
548,54,-1097.15,withdrawal,2026-03-09 09:36:26.088240
549,179,1863.53,transfer,2026-03-09 09:36:26.088253
550,104,264.7,payment,2026-02-10 09:36:26.088265
551,99,-154.19,withdrawal,2025-12-10 09:36:26.088278
552,224,998.56,payment,2025-10-11 09:36:26.088291
553,69,225.43,withdrawal,2025-06-07 09:36:26.088304
554,129,949.54,payment,2026-01-22 09:36:26.088317
555,45,-440.58,payment,2025-11-20 09:36:26.088330
556,285,-1654.06,payment,2025-11-30 09:36:26.088342
557,211,-968.1,payment,2025-10-29 09:36:26.088354
558,7,1251.95,payment,2025-12-03 09:36:26.088367
559,267,-67.17,withdrawal,2025-10-24 09:36:26.088380
560,152,1363.67,transfer,2025-10-16 09:36:26.088393
561,174,1819.67,transfer,2025-12-22 09:36:26.088405
562,125,397.08,withdrawal,2026-01-15 09:36:26.088417
563,42,17.73,transfer,2025-05-29 09:36:26.088430
564,119,-1221.77,withdrawal,2025-11-30 09:36:26.088444
565,2,396.35,payment,2025-12-26 09:36:26.088457
566,52,-489.17,payment,2026-04-25 09:36:26.088470
567,37,-10.32,transfer,2025-08-21 09:36:26.088483
568,51,-1974.56,transfer,2025-06-29 09:36:26.088496
569,272,265.07,withdrawal,2026-02-28 09:36:26.088509
570,90,92.13,transfer,2025-06-15 09:36:26.088521
571,9,1160.51,payment,2026-01-22 09:36:26.088534
572,223,1157.5,transfer,2026-01-12 09:36:26.088547
573,198,-1676.62,withdrawal,2025-11-05 09:36:26.088560
574,247,964.24,payment,2025-09-02 09:36:26.088572
575,232,-1189.66,payment,2026-01-11 09:36:26.088584
576,291,-502.23,payment,2025-08-18 09:36:26.088598
577,175,-618.32,withdrawal,2025-09-18 09:36:26.088610
578,167,267.78,withdrawal,2026-03-17 09:36:26.088623
579,70,-738.87,withdrawal,2026-02-22 09:36:26.088635
580,231,1292.93,transfer,2026-05-13 09:36:26.088648
581,258,-1905.71,withdrawal,2026-05-19 09:36:26.088661
582,201,1041.91,transfer,2026-04-22 09:36:26.088674
583,129,-224.9,payment,2025-12-26 09:36:26.088686
584,65,1113.45,transfer,2025-11-23 09:36:26.088699
585,283,-977.4,transfer,2026-02-17 09:36:26.088712
586,21,-804.7,withdrawal,2025-12-12 09:36:26.088724
587,69,-684.71,withdrawal,2025-10-11 09:36:26.088736
588,299,-1369.48,payment,2025-12-09 09:36:26.088749
589,60,950.97,transfer,2025-09-17 09:36:26.088762
590,225,-867.85,transfer,2025-08-24 09:36:26.088775
591,212,-1664.0,transfer,2026-03-06 09:36:26.088788
592,91,-1514.48,transfer,2025-12-23 09:36:26.088800
593,115,184.35,withdrawal,2026-02-23 09:36:26.088813
594,225,796.62,transfer,2025-12-26 09:36:26.088826
595,17,-18.3,payment,2026-01-13 09:36:26.088839
596,73,-1563.98,payment,2026-02-10 09:36:26.088852
597,115,1248.61,payment,2025-10-17 09:36:26.088865
598,29,-1193.89,transfer,2025-08-18 09:36:26.088877
599,221,-639.53,transfer,2025-05-27 09:36:26.088891
600,199,970.3,transfer,2026-01-19 09:36:26.088904
601,271,1649.32,withdrawal,2025-06-03 09:36:26.088917
602,260,-1716.43,withdrawal,2026-05-08 09:36:26.088929
603,241,-320.26,payment,2025-09-27 09:36:26.088942
604,146,-1134.55,transfer,2026-04-11 09:36:26.088954
605,64,245.75,transfer,2026-01-02 09:36:26.088966
606,115,-1433.57,transfer,2025-08-10 09:36:26.088978
607,13,690.5,withdrawal,2025-05-29 09:36:26.088991
608,197,-57.63,payment,2025-06-30 09:36:26.089004
609,70,422.01,transfer,2026-02-10 09:36:26.089016
610,248,-1356.39,withdrawal,2025-10-15 09:36:26.089029
611,25,-450.63,payment,2025-12-31 09:36:26.089042
612,34,-104.19,withdrawal,2026-03-11 09:36:26.089054
613,251,1554.26,withdrawal,2025-09-10 09:36:26.089066
614,109,1394.8,transfer,2026-01-28 09:36:26.089079
615,270,228.31,transfer,2025-12-04 09:36:26.089092
616,126,-1794.73,payment,2026-01-23 09:36:26.089104
617,216,-446.37,withdrawal,2026-04-17 09:36:26.089116
618,250,1513.88,payment,2025-08-31 09:36:26.089129
619,253,-398.25,payment,2025-08-20 09:36:26.089142
620,111,-1020.54,payment,2025-10-20 09:36:26.089155
621,29,470.29,withdrawal,2025-08-17 09:36:26.089168
622,270,-868.16,transfer,2025-07-12 09:36:26.089183
623,239,132.44,transfer,2026-03-29 09:36:26.089196
624,143,764.42,payment,2026-04-14 09:36:26.089209
625,272,1689.31,withdrawal,2025-05-24 09:36:26.089222
626,167,-1117.14,withdrawal,2026-05-16 09:36:26.089236
627,97,410.26,payment,2026-01-19 09:36:26.089249
628,123,-231.47,withdrawal,2025-11-08 09:36:26.089262
629,242,-1101.47,withdrawal,2026-01-26 09:36:26.089275
630,211,-775.27,payment,2025-12-11 09:36:26.089289
631,155,1830.11,withdrawal,2026-01-14 09:36:26.089302
632,259,369.53,transfer,2026-01-25 09:36:26.089314
633,105,-1418.14,payment,2025-06-20 09:36:26.089326
634,208,-1295.42,payment,2025-07-11 09:36:26.089339
635,175,-1462.36,payment,2026-01-13 09:36:26.089352
636,278,-991.58,transfer,2025-07-18 09:36:26.089365
637,260,841.02,payment,2026-02-07 09:36:26.089378
638,136,454.08,withdrawal,2025-07-31 09:36:26.089391
639,15,395.92,payment,2025-11-28 09:36:26.089404
640,137,822.35,withdrawal,2025-10-29 09:36:26.089417
641,220,-1.17,payment,2025-12-12 09:36:26.089430
642,147,-477.32,payment,2026-01-13 09:36:26.089443
643,177,171.11,transfer,2025-07-15 09:36:26.089457
644,83,-329.81,withdrawal,2025-09-22 09:36:26.089469
645,4,-1895.04,withdrawal,2026-03-03 09:36:26.089482
646,5,1571.29,payment,2025-05-26 09:36:26.089495
647,221,-1020.53,withdrawal,2025-10-29 09:36:26.089507
648,169,1961.91,withdrawal,2025-07-21 09:36:26.089520
649,281,-1293.43,withdrawal,2025-08-26 09:36:26.089533
650,256,1708.48,payment,2025-12-30 09:36:26.089546
651,3,895.87,withdrawal,2025-09-29 09:36:26.089558
652,261,-732.53,transfer,2025-12-19 09:36:26.089571
653,243,32.76,withdrawal,2026-03-11 09:36:26.089585
654,136,-416.71,withdrawal,2025-07-10 09:36:26.089598
655,159,1542.09,withdrawal,2025-10-19 09:36:26.089611
656,145,-409.15,withdrawal,2025-05-29 09:36:26.089623
657,275,-1883.27,transfer,2025-06-29 09:36:26.089636
658,59,971.07,withdrawal,2026-04-29 09:36:26.089649
659,51,-1984.42,transfer,2026-01-21 09:36:26.089662
660,46,-1328.52,withdrawal,2025-12-21 09:36:26.089675
661,217,1862.32,payment,2025-07-01 09:36:26.089688
662,105,1142.84,transfer,2025-06-23 09:36:26.089701
663,214,-1595.98,payment,2026-02-19 09:36:26.089713
664,282,294.4,withdrawal,2026-04-15 09:36:26.089726
665,289,1136.86,withdrawal,2025-09-12 09:36:26.089739
666,190,1308.62,payment,2025-06-13 09:36:26.089751
667,72,122.27,withdrawal,2026-03-28 09:36:26.089764
668,275,-554.97,withdrawal,2025-07-11 09:36:26.089777
669,106,-1116.24,transfer,2026-03-03 09:36:26.089790
670,125,-425.81,transfer,2025-11-26 09:36:26.089802
671,8,-995.07,transfer,2025-09-30 09:36:26.089815
672,78,1759.32,withdrawal,2026-05-18 09:36:26.089830
673,265,664.58,withdrawal,2025-06-25 09:36:26.089843
674,186,1683.99,payment,2026-04-30 09:36:26.089857
675,187,164.21,transfer,2025-09-20 09:36:26.089870
676,225,784.65,withdrawal,2026-04-08 09:36:26.089883
677,178,-605.74,payment,2026-03-17 09:36:26.089896
678,17,-1286.91,transfer,2025-09-05 09:36:26.089909
679,86,466.56,withdrawal,2025-12-04 09:36:26.089922
680,241,-679.2,payment,2025-07-04 09:36:26.089935
681,194,1732.33,withdrawal,2025-05-27 09:36:26.089948
682,208,1941.6,withdrawal,2025-09-22 09:36:26.089960
683,279,-413.08,transfer,2026-01-28 09:36:26.089973
684,87,-674.15,transfer,2025-05-24 09:36:26.089986
685,183,-1854.67,payment,2025-12-17 09:36:26.089999
686,213,-1646.89,payment,2026-05-09 09:36:26.090011
687,169,293.6,payment,2025-11-01 09:36:26.090024
688,51,1462.02,payment,2026-02-14 09:36:26.090037
689,112,-1656.15,payment,2026-04-05 09:36:26.090051
690,126,1152.56,transfer,2026-04-09 09:36:26.090063
691,142,-741.32,transfer,2025-09-03 09:36:26.090076
692,221,1585.72,transfer,2026-05-12 09:36:26.090088
693,36,1256.99,transfer,2025-08-25 09:36:26.090102
694,228,-1378.19,payment,2025-06-18 09:36:26.090115
695,296,-858.33,payment,2026-01-19 09:36:26.090128
696,214,1754.64,transfer,2025-09-14 09:36:26.090141
697,50,532.65,transfer,2026-02-08 09:36:26.090153
698,32,244.79,withdrawal,2026-04-06 09:36:26.090166
699,213,1499.39,withdrawal,2025-09-23 09:36:26.090179
700,104,-1001.11,withdrawal,2026-03-18 09:36:26.090192
701,33,-318.06,payment,2026-05-10 09:36:26.090205
702,210,-1408.01,transfer,2025-11-09 09:36:26.090218
703,27,-1869.88,payment,2025-06-06 09:36:26.090231
704,188,-546.12,transfer,2026-02-25 09:36:26.090244
705,67,-373.62,payment,2025-12-21 09:36:26.090257
706,265,-314.04,payment,2025-08-20 09:36:26.090269
707,265,-864.59,transfer,2026-05-03 09:36:26.090282
708,101,-1600.54,withdrawal,2025-11-04 09:36:26.090295
709,33,1853.58,transfer,2026-03-19 09:36:26.090307
710,273,638.66,transfer,2026-03-06 09:36:26.090320
711,259,-1266.09,transfer,2025-08-13 09:36:26.090333
712,114,271.56,payment,2025-12-04 09:36:26.090346
713,100,1841.1,transfer,2025-12-05 09:36:26.090359
714,60,-322.55,payment,2026-02-21 09:36:26.090377
715,63,272.68,withdrawal,2025-12-15 09:36:26.090390
716,9,1885.02,transfer,2026-02-13 09:36:26.090403
717,204,-1597.24,transfer,2025-06-11 09:36:26.090417
718,218,-1339.08,transfer,2025-10-25 09:36:26.090430
719,198,1791.89,transfer,2026-05-13 09:36:26.090443
720,177,-723.11,withdrawal,2025-05-26 09:36:26.090456
721,76,271.87,transfer,2025-07-21 09:36:26.090468
722,31,305.85,withdrawal,2026-02-05 09:36:26.090481
723,152,-1316.96,withdrawal,2026-01-21 09:36:26.090495
724,271,892.28,withdrawal,2025-05-23 09:36:26.090507
725,287,955.18,payment,2026-02-14 09:36:26.090520
726,281,-1840.91,transfer,2025-08-24 09:36:26.090533
727,112,610.66,transfer,2025-07-02 09:36:26.090546
728,296,-1947.72,withdrawal,2025-05-31 09:36:26.090559
729,103,95.01,transfer,2026-02-13 09:36:26.090572
730,249,1435.81,payment,2025-09-01 09:36:26.090585
731,104,1268.78,withdrawal,2026-01-29 09:36:26.090598
732,266,1661.06,transfer,2026-04-17 09:36:26.090611
733,216,-1181.68,transfer,2025-08-03 09:36:26.090624
734,149,125.58,payment,2025-10-01 09:36:26.090637
735,163,-1976.84,transfer,2025-05-26 09:36:26.090649
736,189,-844.46,withdrawal,2025-08-16 09:36:26.090661
737,31,1600.79,withdrawal,2025-12-02 09:36:26.090674
738,272,1936.7,withdrawal,2025-07-24 09:36:26.090686
739,62,-1979.44,withdrawal,2025-11-10 09:36:26.090699
740,257,-1221.59,transfer,2025-12-01 09:36:26.090711
741,107,-1862.74,payment,2025-06-20 09:36:26.090724
742,262,834.24,transfer,2025-11-14 09:36:26.090736
743,134,-145.03,payment,2025-08-22 09:36:26.090748
744,52,161.71,withdrawal,2025-10-06 09:36:26.090761
745,129,1378.89,withdrawal,2026-03-24 09:36:26.090774
746,33,576.4,transfer,2025-11-16 09:36:26.090786
747,286,261.48,transfer,2025-11-23 09:36:26.090799
748,297,-423.81,withdrawal,2026-01-07 09:36:26.090812
749,78,931.94,payment,2025-12-28 09:36:26.090824
750,182,1152.94,payment,2025-08-01 09:36:26.090837
751,6,868.06,withdrawal,2025-08-16 09:36:26.090850
752,182,775.64,transfer,2025-06-20 09:36:26.090864
753,241,-1665.71,payment,2026-02-13 09:36:26.090876
754,132,-1493.52,transfer,2026-01-12 09:36:26.090889
755,263,1074.99,withdrawal,2026-04-20 09:36:26.090903
756,24,1342.83,withdrawal,2025-09-17 09:36:26.090916
757,237,-867.53,payment,2025-05-28 09:36:26.090929
758,209,-1884.16,transfer,2026-01-03 09:36:26.090942
759,54,1223.76,transfer,2026-05-02 09:36:26.090954
760,142,408.41,payment,2026-02-23 09:36:26.090967
761,282,763.42,payment,2026-04-11 09:36:26.090979
762,53,-148.47,transfer,2025-08-23 09:36:26.090993
763,19,-1429.59,withdrawal,2025-06-17 09:36:26.091005
764,252,196.66,withdrawal,2026-02-01 09:36:26.091018
765,43,1354.32,withdrawal,2025-10-13 09:36:26.091030
766,227,-47.61,payment,2026-04-04 09:36:26.091043
767,235,-1439.86,transfer,2026-03-15 09:36:26.091055
768,195,1646.52,transfer,2025-12-22 09:36:26.091068
769,178,-1149.04,transfer,2025-08-26 09:36:26.091080
770,154,-269.87,payment,2025-07-15 09:36:26.091093
771,33,854.58,transfer,2025-07-05 09:36:26.091105
772,134,-1400.73,withdrawal,2025-10-04 09:36:26.091118
773,44,-80.38,withdrawal,2026-02-24 09:36:26.091130
774,152,-1191.06,payment,2026-04-02 09:36:26.091142
775,249,-1547.15,transfer,2025-11-23 09:36:26.091155
776,256,-1918.51,payment,2025-10-10 09:36:26.091168
777,196,987.44,payment,2025-09-02 09:36:26.091181
778,252,-1381.55,transfer,2025-11-24 09:36:26.091193
779,248,1813.27,withdrawal,2026-03-21 09:36:26.091205
780,25,1335.25,transfer,2025-11-17 09:36:26.091217
781,57,222.69,payment,2026-01-04 09:36:26.091230
782,71,-1404.06,payment,2025-11-21 09:36:26.091243
783,53,-269.66,payment,2025-09-19 09:36:26.091256
784,150,-821.02,withdrawal,2025-10-25 09:36:26.091269
785,184,-1913.83,transfer,2026-03-09 09:36:26.091281
786,131,1398.35,withdrawal,2026-03-11 09:36:26.091294
787,153,738.75,payment,2026-03-17 09:36:26.091307
788,87,1394.78,withdrawal,2025-05-24 09:36:26.091319
789,1,1229.67,withdrawal,2025-12-22 09:36:26.091332
790,164,1175.68,payment,2026-01-06 09:36:26.091344
791,101,-78.97,payment,2026-01-28 09:36:26.091357
792,110,280.95,transfer,2026-05-14 09:36:26.091369
793,149,1723.24,withdrawal,2026-05-04 09:36:26.091381
794,234,-544.76,withdrawal,2025-05-28 09:36:26.091394
795,282,-341.97,transfer,2026-02-22 09:36:26.091406
796,147,-650.85,withdrawal,2026-02-01 09:36:26.091418
797,288,1976.41,payment,2025-11-05 09:36:26.091431
798,142,1360.63,withdrawal,2026-04-24 09:36:26.091444
799,68,313.2,withdrawal,2025-05-26 09:36:26.091457
800,227,1238.1,transfer,2025-09-11 09:36:26.091469
801,123,-546.89,payment,2025-10-30 09:36:26.091482
802,239,-296.64,payment,2025-11-23 09:36:26.091495
803,30,716.49,transfer,2026-05-06 09:36:26.091507
804,109,-568.58,transfer,2025-07-02 09:36:26.091520
805,123,603.86,payment,2025-11-12 09:36:26.091532
806,44,-1340.04,transfer,2025-10-25 09:36:26.091545
807,44,-64.79,transfer,2025-08-06 09:36:26.091557
808,298,-1656.98,withdrawal,2025-10-31 09:36:26.091570
809,69,-1561.22,withdrawal,2025-12-08 09:36:26.091583
810,163,161.11,withdrawal,2025-12-13 09:36:26.091596
811,117,905.33,payment,2025-06-10 09:36:26.091610
812,48,1739.68,transfer,2025-11-22 09:36:26.091625
813,39,978.27,withdrawal,2026-05-09 09:36:26.091637
814,227,1930.89,withdrawal,2025-10-21 09:36:26.091650
815,83,1159.01,withdrawal,2026-03-11 09:36:26.091663
816,237,-1690.03,payment,2025-09-27 09:36:26.091676
817,173,-664.11,withdrawal,2025-08-17 09:36:26.091688
818,258,1659.5,withdrawal,2026-02-13 09:36:26.091701
819,285,177.09,payment,2025-10-15 09:36:26.091714
820,235,-544.51,transfer,2026-03-29 09:36:26.091727
821,18,-612.74,withdrawal,2026-01-11 09:36:26.091740
822,41,539.38,payment,2025-05-22 09:36:26.091752
823,94,1632.4,withdrawal,2026-04-12 09:36:26.091765
824,82,1956.01,withdrawal,2025-08-04 09:36:26.091777
825,95,-731.33,withdrawal,2025-11-24 09:36:26.091790
826,231,1151.07,payment,2026-02-27 09:36:26.091802
827,240,-1851.12,withdrawal,2025-09-21 09:36:26.091815
828,255,1498.11,transfer,2026-04-11 09:36:26.091828
829,238,-368.79,transfer,2026-04-20 09:36:26.091841
830,77,343.33,payment,2026-04-30 09:36:26.091853
831,9,462.72,transfer,2025-12-25 09:36:26.091866
832,17,-118.62,payment,2026-02-27 09:36:26.091879
833,291,-1583.3,withdrawal,2026-03-27 09:36:26.091891
834,98,819.96,withdrawal,2026-05-22 09:36:26.091904
835,299,1209.83,payment,2025-10-12 09:36:26.091917
836,135,-189.41,payment,2025-11-05 09:36:26.091930
837,296,1619.67,withdrawal,2026-03-04 09:36:26.091944
838,273,1979.31,withdrawal,2025-12-10 09:36:26.091956
839,5,1479.07,transfer,2025-10-27 09:36:26.091969
840,45,1472.4,transfer,2026-04-19 09:36:26.091982
841,248,-944.88,transfer,2025-12-20 09:36:26.091994
842,182,-1068.64,transfer,2025-10-22 09:36:26.092007
843,43,290.42,transfer,2025-10-05 09:36:26.092019
844,239,-1507.03,payment,2025-11-27 09:36:26.092032
845,119,-1131.02,transfer,2025-05-22 09:36:26.092044
846,91,722.5,withdrawal,2025-10-27 09:36:26.092057
847,80,-1068.5,payment,2026-05-09 09:36:26.092071
848,274,1585.31,payment,2026-04-24 09:36:26.092083
849,26,1409.1,transfer,2025-12-04 09:36:26.092096
850,156,-940.01,withdrawal,2025-09-27 09:36:26.092110
851,202,67.82,withdrawal,2025-10-09 09:36:26.092122
852,124,-935.83,transfer,2026-02-23 09:36:26.092135
853,221,-548.38,payment,2025-11-25 09:36:26.092148
854,40,-726.27,transfer,2025-11-10 09:36:26.092160
855,283,-1525.12,payment,2025-09-26 09:36:26.092173
856,99,949.28,transfer,2026-04-15 09:36:26.092185
857,261,-222.75,payment,2026-03-27 09:36:26.092198
858,59,-1027.95,transfer,2025-10-27 09:36:26.092210
859,64,-1872.37,transfer,2026-01-04 09:36:26.092223
860,115,1643.13,payment,2026-02-28 09:36:26.092235
861,145,-1799.03,transfer,2026-01-22 09:36:26.092247
862,265,-1285.27,transfer,2025-07-31 09:36:26.092261
863,250,-1512.17,payment,2025-06-01 09:36:26.092274
864,17,1415.54,payment,2025-09-24 09:36:26.092287
865,59,-565.53,withdrawal,2025-05-28 09:36:26.092300
866,225,-1498.9,transfer,2025-06-18 09:36:26.092312
867,78,-1771.41,withdrawal,2025-06-09 09:36:26.092325
868,137,-1953.21,payment,2025-10-15 09:36:26.092337
869,104,-692.86,payment,2025-10-14 09:36:26.092349
870,254,42.66,withdrawal,2025-11-15 09:36:26.092362
871,28,-6.59,transfer,2025-06-05 09:36:26.092375
872,230,678.68,withdrawal,2025-12-03 09:36:26.092387
873,189,1146.84,transfer,2025-08-01 09:36:26.092400
874,182,628.41,payment,2025-06-05 09:36:26.092413
875,270,741.81,payment,2026-01-15 09:36:26.092426
876,151,1467.72,transfer,2026-02-22 09:36:26.092439
877,94,-1697.52,withdrawal,2025-06-21 09:36:26.092451
878,242,-379.05,withdrawal,2025-07-06 09:36:26.092464
879,143,-1084.14,payment,2025-11-19 09:36:26.092477
880,113,-1206.3,payment,2026-05-21 09:36:26.092489
881,236,-1140.42,payment,2026-01-30 09:36:26.092503
882,206,594.01,withdrawal,2025-06-03 09:36:26.092516
883,297,1909.78,transfer,2026-03-06 09:36:26.092529
884,11,-8.65,payment,2025-08-05 09:36:26.092542
885,102,-379.81,withdrawal,2025-07-22 09:36:26.092555
886,21,347.26,payment,2025-06-16 09:36:26.092567
887,175,1056.98,transfer,2025-11-18 09:36:26.092580
888,9,712.22,transfer,2025-07-08 09:36:26.092593
889,14,1513.01,transfer,2026-03-08 09:36:26.092606
890,298,33.45,withdrawal,2025-07-05 09:36:26.092619
891,76,-176.74,payment,2025-06-10 09:36:26.092632
892,154,963.79,transfer,2025-11-02 09:36:26.092645
893,25,-1994.01,payment,2026-03-18 09:36:26.092658
894,184,-1702.23,withdrawal,2025-08-01 09:36:26.092671
895,159,1762.91,payment,2026-01-20 09:36:26.092683
896,125,-1478.41,payment,2025-12-11 09:36:26.092696
897,18,857.92,transfer,2026-05-17 09:36:26.092709
898,105,169.53,transfer,2026-04-12 09:36:26.092722
899,56,800.88,payment,2025-10-18 09:36:26.092735
900,126,1365.85,withdrawal,2026-02-07 09:36:26.092747
901,11,-1628.68,transfer,2025-06-29 09:36:26.092760
902,53,-1782.02,withdrawal,2026-01-18 09:36:26.092773
903,94,192.04,withdrawal,2025-11-17 09:36:26.092785
904,96,445.58,payment,2025-08-19 09:36:26.092798
905,281,311.9,transfer,2025-07-04 09:36:26.092811
906,274,1051.03,transfer,2025-12-29 09:36:26.092824
907,211,241.9,withdrawal,2025-08-11 09:36:26.092837
908,15,-1084.0,transfer,2025-07-19 09:36:26.092849
909,12,-1805.33,withdrawal,2026-01-28 09:36:26.092863
910,273,-1255.62,transfer,2025-07-23 09:36:26.092875
911,78,809.99,transfer,2025-08-05 09:36:26.092887
912,186,720.86,payment,2025-06-06 09:36:26.092900
913,287,1312.24,withdrawal,2025-08-22 09:36:26.092913
914,124,-1696.37,withdrawal,2025-06-05 09:36:26.092927
915,283,-1428.5,transfer,2025-12-07 09:36:26.092939
916,88,1041.66,transfer,2025-05-26 09:36:26.092952
917,15,-1434.1,transfer,2025-10-28 09:36:26.092965
918,268,-1511.54,payment,2025-10-18 09:36:26.092978
919,77,-114.08,withdrawal,2026-04-29 09:36:26.092991
920,154,570.97,transfer,2025-11-16 09:36:26.093003
921,229,911.99,transfer,2025-11-14 09:36:26.093016
922,272,1937.72,transfer,2026-04-05 09:36:26.093028
923,243,354.9,transfer,2025-08-02 09:36:26.093041
924,88,299.14,withdrawal,2025-07-30 09:36:26.093054
925,136,-673.6,withdrawal,2025-10-09 09:36:26.093066
926,43,1350.66,payment,2025-09-29 09:36:26.093079
927,200,384.98,payment,2025-10-29 09:36:26.093092
928,272,-14.67,payment,2025-06-18 09:36:26.093105
929,292,-1422.35,payment,2026-05-20 09:36:26.093118
930,190,1446.87,withdrawal,2025-11-13 09:36:26.093131
931,283,1321.79,transfer,2025-09-10 09:36:26.093143
932,244,-1792.49,transfer,2025-11-08 09:36:26.093156
933,218,-427.01,withdrawal,2026-03-13 09:36:26.093169
934,158,-567.2,withdrawal,2025-09-15 09:36:26.093181
935,125,-567.78,withdrawal,2025-12-23 09:36:26.093193
936,169,431.53,transfer,2026-03-18 09:36:26.093206
937,19,356.03,transfer,2026-01-04 09:36:26.093220
938,22,1543.84,payment,2026-02-27 09:36:26.093232
939,169,1014.91,withdrawal,2026-04-27 09:36:26.093245
940,89,756.74,transfer,2026-02-12 09:36:26.093258
941,150,-1656.21,withdrawal,2025-12-31 09:36:26.093271
942,275,-892.57,payment,2025-06-03 09:36:26.093283
943,87,-602.25,transfer,2025-12-14 09:36:26.093296
944,57,710.37,payment,2026-05-04 09:36:26.093308
945,254,297.44,withdrawal,2026-04-09 09:36:26.093322
946,47,-1078.36,payment,2026-02-14 09:36:26.093334
947,180,598.32,payment,2026-01-27 09:36:26.093347
948,119,1612.82,payment,2025-06-26 09:36:26.093360
949,181,42.14,payment,2026-04-11 09:36:26.093374
950,127,-1707.99,withdrawal,2025-09-25 09:36:26.093387
951,73,-901.96,transfer,2025-07-25 09:36:26.093400
